"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 31 17:04:29 GMT 2021","Mon May 31 17:04:29 GMT 2021","507","Surefire suite","Surefire test","com.example.e2e.tests.SeleniumDemoTest","com.example.e2e.tests.SeleniumDemoTest","userLogin","userLogin",""
"passed","Mon May 31 17:04:29 GMT 2021","Mon May 31 17:04:31 GMT 2021","1644","Surefire suite","Surefire test","com.example.e2e.tests.SeleniumDemoTest","com.example.e2e.tests.SeleniumDemoTest","userLoginLogin","userLoginLogin",""
