"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 25 18:56:33 GMT 2021","Sun Apr 25 18:56:35 GMT 2021","1936","Surefire suite","Surefire test","com.example.e2e.tests.SeleniumDemoTest","com.example.e2e.tests.SeleniumDemoTest","userLoginLogin","userLoginLogin",""
"passed","Sun Apr 25 18:56:32 GMT 2021","Sun Apr 25 18:56:32 GMT 2021","795","Surefire suite","Surefire test","com.example.e2e.tests.SeleniumDemoTest","com.example.e2e.tests.SeleniumDemoTest","userLogin","userLogin",""
