"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jun 06 20:49:02 GMT 2021","Sun Jun 06 20:49:02 GMT 2021","2","Surefire suite","Surefire test","com.example.e2e.tests.SeleniumDemoTest","com.example.e2e.tests.SeleniumDemoTest","setUp","setUp",""
"unknown","Sun Jun 06 20:48:56 GMT 2021","Sun Jun 06 20:48:56 GMT 2021","3","Surefire suite","Surefire test","com.example.e2e.tests.SeleniumDemoTest","com.example.e2e.tests.SeleniumDemoTest","newFeature1","newFeature1",""
